Region,Satellite,Image Type,Date,Cloud Cover,Product ID,Bands,Values,Processing,basename,metadata_path,image_path
Shackleton_Front,SENTINEL2,RAW (unprocessed),2025-01-26,34.297934%,S2B_MSIL2A_20250126T025609_N0511_R003_T46DFN_20250126T055207,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Shackleton_Front_2025-01-26_S2_RAW,../data/raw/raw_images/metadata/Shackleton_Front_2025-01-26_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Shackleton_Front_2025-01-26_S2_RAW.tif
Shackleton_Front,SENTINEL2,RAW (unprocessed),2021-11-20,26.386077%,S2B_MSIL2A_20211120T024559_N0301_R103_T46DFN_20211120T050228,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Shackleton_Front_2021-11-20_S2_RAW,../data/raw/raw_images/metadata/Shackleton_Front_2021-11-20_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Shackleton_Front_2021-11-20_S2_RAW.tif
Wilkins_South,SENTINEL2,RAW (unprocessed),2021-11-05,11.127485%,S2B_MSIL2A_20211105T133939_N0301_R038_T18DWG_20211105T153406,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_South_2021-11-05_S2_RAW,../data/raw/raw_images/metadata/Wilkins_South_2021-11-05_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_South_2021-11-05_S2_RAW.tif
Moscow_Uni_Front,SENTINEL2,RAW (unprocessed),2023-01-07,57.385004%,S2B_MSIL2A_20230107T025609_N0509_R003_T46DEM_20230107T045819,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Moscow_Uni_Front_2023-01-07_S2_RAW,../data/raw/raw_images/metadata/Moscow_Uni_Front_2023-01-07_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Moscow_Uni_Front_2023-01-07_S2_RAW.tif
Wilkins_North,SENTINEL2,RAW (unprocessed),2019-01-13,77.943998%,S2B_MSIL2A_20190113T135009_N0211_R081_T18DWH_20190113T172318,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_North_2019-01-13_S2_RAW,../data/raw/raw_images/metadata/Wilkins_North_2019-01-13_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_North_2019-01-13_S2_RAW.tif
Shackleton_Front,SENTINEL2,RAW (unprocessed),2019-11-01,16.325118%,S2B_MSIL2A_20191101T024559_N0213_R103_T46DFN_20191101T060005,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Shackleton_Front_2019-11-01_S2_RAW,../data/raw/raw_images/metadata/Shackleton_Front_2019-11-01_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Shackleton_Front_2019-11-01_S2_RAW.tif
Larsen_C_South,SENTINEL2,RAW (unprocessed),2020-11-05,41.792395%,S2B_MSIL2A_20201105T124909_N0214_R109_T20DNK_20201105T144001,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_South_2020-11-05_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_South_2020-11-05_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_South_2020-11-05_S2_RAW.tif
Totten_Front,SENTINEL2,RAW (unprocessed),2022-11-28,37.954333%,S2B_MSIL2A_20221128T011539_N0400_R002_T50DMM_20221128T024010,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Front_2022-11-28_S2_RAW,../data/raw/raw_images/metadata/Totten_Front_2022-11-28_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Front_2022-11-28_S2_RAW.tif
Ross_North_East,SENTINEL2,RAW (unprocessed),2022-11-08,75.798339%,S2B_MSIL2A_20221108T194519_N0400_R013_T60CVV_20221108T212909,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_North_East_2022-11-08_S2_RAW,../data/raw/raw_images/metadata/Ross_North_East_2022-11-08_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_North_East_2022-11-08_S2_RAW.tif
Ninnis_Front,SENTINEL2,RAW (unprocessed),2021-11-13,1.524633%,S2B_MSIL2A_20211113T230339_N0301_R015_T55DEE_20211114T002419,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ninnis_Front_2021-11-13_S2_RAW,../data/raw/raw_images/metadata/Ninnis_Front_2021-11-13_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ninnis_Front_2021-11-13_S2_RAW.tif
Pine_Island_Front,SENTINEL2,RAW (unprocessed),2020-11-01,14.660649%,S2B_MSIL2A_20201101T145259_N0214_R053_T13CES_20201101T181527,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Pine_Island_Front_2020-11-01_S2_RAW,../data/raw/raw_images/metadata/Pine_Island_Front_2020-11-01_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Pine_Island_Front_2020-11-01_S2_RAW.tif
Wilkins_South,SENTINEL2,RAW (unprocessed),2022-12-10,70.830023%,S2B_MSIL2A_20221210T133939_N0509_R038_T18DWG_20221210T170737,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_South_2022-12-10_S2_RAW,../data/raw/raw_images/metadata/Wilkins_South_2022-12-10_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_South_2022-12-10_S2_RAW.tif
Ross_East_Front,SENTINEL2,RAW (unprocessed),2023-11-11,45.678386%,S2B_MSIL2A_20231111T190459_N0509_R127_T01CEP_20231111T203900,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_East_Front_2023-11-11_S2_RAW,../data/raw/raw_images/metadata/Ross_East_Front_2023-11-11_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_East_Front_2023-11-11_S2_RAW.tif
Ross_North_West,SENTINEL2,RAW (unprocessed),2018-12-14,38.873915%,S2B_MSIL2A_20181214T203619_N0211_R085_T59CNQ_20181214T220853,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_North_West_2018-12-14_S2_RAW,../data/raw/raw_images/metadata/Ross_North_West_2018-12-14_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_North_West_2018-12-14_S2_RAW.tif
Ross_North_West,SENTINEL2,RAW (unprocessed),2023-11-09,46.496618%,S2B_MSIL2A_20231109T200539_N0509_R099_T59CNP_20231109T215813,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_North_West_2023-11-09_S2_RAW,../data/raw/raw_images/metadata/Ross_North_West_2023-11-09_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_North_West_2023-11-09_S2_RAW.tif
Larsen_C_Central,SENTINEL2,RAW (unprocessed),2020-11-24,65.478803%,S2B_MSIL2A_20201124T131909_N0214_R095_T20DNK_20201124T152143,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_Central_2020-11-24_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_Central_2020-11-24_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_Central_2020-11-24_S2_RAW.tif
Ross_North_East,SENTINEL2,RAW (unprocessed),2021-11-03,16.972854%,S2B_MSIL2A_20211103T194529_N0301_R013_T59CNP_20211103T220114,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_North_East_2021-11-03_S2_RAW,../data/raw/raw_images/metadata/Ross_North_East_2021-11-03_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_North_East_2021-11-03_S2_RAW.tif
Filchner_West,SENTINEL2,RAW (unprocessed),2024-11-15,17.6028%,S2B_MSIL2A_20241115T104209_N0511_R122_T23CNP_20241115T124614,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_West_2024-11-15_S2_RAW,../data/raw/raw_images/metadata/Filchner_West_2024-11-15_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_West_2024-11-15_S2_RAW.tif
Totten_Shelf,SENTINEL2,RAW (unprocessed),2020-01-16,11.159758%,S2B_MSIL2A_20200116T012539_N0213_R045_T50DNM_20200116T025042,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Shelf_2020-01-16_S2_RAW,../data/raw/raw_images/metadata/Totten_Shelf_2020-01-16_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Shelf_2020-01-16_S2_RAW.tif
McMurdo_Sound,SENTINEL2,RAW (unprocessed),2024-11-01,49.247986%,S2B_MSIL2A_20241101T210529_N0511_R071_T58CDU_20241101T222056,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,McMurdo_Sound_2024-11-01_S2_RAW,../data/raw/raw_images/metadata/McMurdo_Sound_2024-11-01_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/McMurdo_Sound_2024-11-01_S2_RAW.tif
Totten_Shelf,SENTINEL2,RAW (unprocessed),2024-12-17,39.675775%,S2B_MSIL2A_20241217T011539_N0511_R002_T50DNM_20241217T022944,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Shelf_2024-12-17_S2_RAW,../data/raw/raw_images/metadata/Totten_Shelf_2024-12-17_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Shelf_2024-12-17_S2_RAW.tif
Larsen_C_South,SENTINEL2,RAW (unprocessed),2019-11-24,50.870238%,S2B_MSIL2A_20191124T125859_N0213_R009_T20DNK_20191124T143639,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_South_2019-11-24_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_South_2019-11-24_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_South_2019-11-24_S2_RAW.tif
Larsen_C_North,SENTINEL2,RAW (unprocessed),2021-11-09,25.862775%,S2B_MSIL2A_20211109T131909_N0301_R095_T20DNL_20211109T151145,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_North_2021-11-09_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_North_2021-11-09_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_North_2021-11-09_S2_RAW.tif
Shackleton_Front,SENTINEL2,RAW (unprocessed),2021-11-10,32.906121%,S2B_MSIL2A_20211110T024559_N0301_R103_T46DFN_20211110T040351,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Shackleton_Front_2021-11-10_S2_RAW,../data/raw/raw_images/metadata/Shackleton_Front_2021-11-10_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Shackleton_Front_2021-11-10_S2_RAW.tif
Filchner_West,SENTINEL2,RAW (unprocessed),2016-12-20,3.6e-05%,S2A_MSIL2A_20161220T100052_N0500_R093_T24CVU_20230920T214757,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_West_2016-12-20_S2_RAW,../data/raw/raw_images/metadata/Filchner_West_2016-12-20_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_West_2016-12-20_S2_RAW.tif
Ross_North_East,SENTINEL2,RAW (unprocessed),2018-12-15,68.144806%,S2B_MSIL2A_20181215T200529_N0211_R099_T59CNP_20181215T213354,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_North_East_2018-12-15_S2_RAW,../data/raw/raw_images/metadata/Ross_North_East_2018-12-15_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_North_East_2018-12-15_S2_RAW.tif
Wilkins_South,SENTINEL2,RAW (unprocessed),2022-11-17,73.922074%,S2B_MSIL2A_20221117T132919_N0400_R138_T18DWH_20221117T150854,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_South_2022-11-17_S2_RAW,../data/raw/raw_images/metadata/Wilkins_South_2022-11-17_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_South_2022-11-17_S2_RAW.tif
Ninnis_Front,SENTINEL2,RAW (unprocessed),2024-11-07,38.99326%,S2B_MSIL2A_20241107T230329_N0511_R015_T55DEF_20241108T000028,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ninnis_Front_2024-11-07_S2_RAW,../data/raw/raw_images/metadata/Ninnis_Front_2024-11-07_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ninnis_Front_2024-11-07_S2_RAW.tif
Ronne_North,SENTINEL2,RAW (unprocessed),2023-11-01,78.370428%,S2B_MSIL2A_20231101T104219_N0509_R122_T20CNT_20231101T124919,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ronne_North_2023-11-01_S2_RAW,../data/raw/raw_images/metadata/Ronne_North_2023-11-01_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ronne_North_2023-11-01_S2_RAW.tif
Wilkins_North,SENTINEL2,RAW (unprocessed),2020-12-17,44.296535%,S2B_MSIL2A_20201217T132919_N0214_R138_T18DWH_20201217T185223,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_North_2020-12-17_S2_RAW,../data/raw/raw_images/metadata/Wilkins_North_2020-12-17_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_North_2020-12-17_S2_RAW.tif
Filchner_West,SENTINEL2,RAW (unprocessed),2023-11-13,79.009187%,S2B_MSIL2A_20231113T094019_N0509_R007_T24CVU_20231113T115703,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_West_2023-11-13_S2_RAW,../data/raw/raw_images/metadata/Filchner_West_2023-11-13_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_West_2023-11-13_S2_RAW.tif
Filchner_East,SENTINEL2,RAW (unprocessed),2018-12-16,10.812172%,S2B_MSIL2A_20181216T093009_N0211_R107_T24CVU_20181216T134032,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_East_2018-12-16_S2_RAW,../data/raw/raw_images/metadata/Filchner_East_2018-12-16_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_East_2018-12-16_S2_RAW.tif
Pine_Island_East,SENTINEL2,RAW (unprocessed),2023-11-09,52.626073%,S2B_MSIL2A_20231109T150229_N0509_R096_T14CMB_20231109T181803,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Pine_Island_East_2023-11-09_S2_RAW,../data/raw/raw_images/metadata/Pine_Island_East_2023-11-09_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Pine_Island_East_2023-11-09_S2_RAW.tif
Wilkins_South,SENTINEL2,RAW (unprocessed),2020-12-03,59.298279%,S2B_MSIL2A_20201203T135009_N0214_R081_T18DWG_20201203T173116,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_South_2020-12-03_S2_RAW,../data/raw/raw_images/metadata/Wilkins_South_2020-12-03_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_South_2020-12-03_S2_RAW.tif
George_VI_North,SENTINEL2,RAW (unprocessed),2024-11-13,66.036594%,S2B_MSIL2A_20241113T131859_N0511_R095_T18DXF_20241113T145649,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,George_VI_North_2024-11-13_S2_RAW,../data/raw/raw_images/metadata/George_VI_North_2024-11-13_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/George_VI_North_2024-11-13_S2_RAW.tif
Mertz_Front,SENTINEL2,RAW (unprocessed),2018-12-18,11.501129%,S2B_MSIL2A_20181218T233509_N0211_R001_T54DXL_20181219T010322,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Mertz_Front_2018-12-18_S2_RAW,../data/raw/raw_images/metadata/Mertz_Front_2018-12-18_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Mertz_Front_2018-12-18_S2_RAW.tif
Ross_East_Front,SENTINEL2,RAW (unprocessed),2021-11-02,27.09217%,S2B_MSIL2A_20211102T183509_N0301_R141_T01CEP_20211102T221503,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_East_Front_2021-11-02_S2_RAW,../data/raw/raw_images/metadata/Ross_East_Front_2021-11-02_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_East_Front_2021-11-02_S2_RAW.tif
Filchner_East,SENTINEL2,RAW (unprocessed),2016-12-20,3.6e-05%,S2A_MSIL2A_20161220T100052_N0500_R093_T24CVU_20230920T214757,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_East_2016-12-20_S2_RAW,../data/raw/raw_images/metadata/Filchner_East_2016-12-20_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_East_2016-12-20_S2_RAW.tif
Ross_North_West,SENTINEL2,RAW (unprocessed),2018-12-15,68.144806%,S2B_MSIL2A_20181215T200529_N0211_R099_T59CNP_20181215T213354,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_North_West_2018-12-15_S2_RAW,../data/raw/raw_images/metadata/Ross_North_West_2018-12-15_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_North_West_2018-12-15_S2_RAW.tif
Larsen_C_South,SENTINEL2,RAW (unprocessed),2024-11-10,14.597473%,S2B_MSIL2A_20241110T130859_N0511_R052_T20DNK_20241110T144524,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_South_2024-11-10_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_South_2024-11-10_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_South_2024-11-10_S2_RAW.tif
Filchner_East,SENTINEL2,RAW (unprocessed),2023-11-13,79.009187%,S2B_MSIL2A_20231113T094019_N0509_R007_T24CVU_20231113T115703,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_East_2023-11-13_S2_RAW,../data/raw/raw_images/metadata/Filchner_East_2023-11-13_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_East_2023-11-13_S2_RAW.tif
Larsen_C_North,SENTINEL2,RAW (unprocessed),2018-02-25,67.343956%,S2B_MSIL2A_20180225T131049_N0500_R052_T20DPL_20230805T155117,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_North_2018-02-25_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_North_2018-02-25_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_North_2018-02-25_S2_RAW.tif
Filchner_West,SENTINEL2,RAW (unprocessed),2018-12-16,11.80812%,S2B_MSIL2A_20181216T093009_N0211_R107_T23CNP_20181216T134032,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_West_2018-12-16_S2_RAW,../data/raw/raw_images/metadata/Filchner_West_2018-12-16_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_West_2018-12-16_S2_RAW.tif
Pine_Island_East,SENTINEL2,RAW (unprocessed),2021-11-02,5.355373%,S2B_MSIL2A_20211102T151259_N0301_R139_T14CMC_20211102T183222,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Pine_Island_East_2021-11-02_S2_RAW,../data/raw/raw_images/metadata/Pine_Island_East_2021-11-02_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Pine_Island_East_2021-11-02_S2_RAW.tif
Totten_Front,SENTINEL2,RAW (unprocessed),2019-01-21,22.732991%,S2B_MSIL2A_20190121T012539_N0211_R045_T50DMM_20190121T025113,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Front_2019-01-21_S2_RAW,../data/raw/raw_images/metadata/Totten_Front_2019-01-21_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Front_2019-01-21_S2_RAW.tif
Larsen_C_South,SENTINEL2,RAW (unprocessed),2024-12-17,12.33617%,S2B_MSIL2A_20241217T125909_N0511_R009_T20DNK_20241217T160442,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_South_2024-12-17_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_South_2024-12-17_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_South_2024-12-17_S2_RAW.tif
Ross_East_Front,SENTINEL2,RAW (unprocessed),2023-11-09,53.879619%,S2B_MSIL2A_20231109T182509_N0509_R098_T01CEP_20231109T214647,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_East_Front_2023-11-09_S2_RAW,../data/raw/raw_images/metadata/Ross_East_Front_2023-11-09_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_East_Front_2023-11-09_S2_RAW.tif
Ross_North_East,SENTINEL2,RAW (unprocessed),2018-12-14,38.873915%,S2B_MSIL2A_20181214T203619_N0211_R085_T59CNQ_20181214T220853,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_North_East_2018-12-14_S2_RAW,../data/raw/raw_images/metadata/Ross_North_East_2018-12-14_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_North_East_2018-12-14_S2_RAW.tif
Ross_North_East,SENTINEL2,RAW (unprocessed),2023-11-09,46.496618%,S2B_MSIL2A_20231109T200539_N0509_R099_T59CNP_20231109T215813,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_North_East_2023-11-09_S2_RAW,../data/raw/raw_images/metadata/Ross_North_East_2023-11-09_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_North_East_2023-11-09_S2_RAW.tif
Wilkins_North,SENTINEL2,RAW (unprocessed),2019-11-19,5.862924%,S2B_MSIL2A_20191119T134959_N0213_R081_T18DWH_20191119T172254,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_North_2019-11-19_S2_RAW,../data/raw/raw_images/metadata/Wilkins_North_2019-11-19_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_North_2019-11-19_S2_RAW.tif
Dotson_Front,SENTINEL2,RAW (unprocessed),2024-11-11,36.173218%,S2B_MSIL2A_20241111T160329_N0511_R068_T12CVC_20241111T192323,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Dotson_Front_2024-11-11_S2_RAW,../data/raw/raw_images/metadata/Dotson_Front_2024-11-11_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Dotson_Front_2024-11-11_S2_RAW.tif
Ross_North_West,SENTINEL2,RAW (unprocessed),2021-11-03,16.972854%,S2B_MSIL2A_20211103T194529_N0301_R013_T59CNP_20211103T220114,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_North_West_2021-11-03_S2_RAW,../data/raw/raw_images/metadata/Ross_North_West_2021-11-03_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_North_West_2021-11-03_S2_RAW.tif
Moscow_Uni_Front,SENTINEL2,RAW (unprocessed),2019-01-05,49.97097%,S2B_MSIL2A_20190105T024559_N0211_R103_T46DEM_20190105T060027,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Moscow_Uni_Front_2019-01-05_S2_RAW,../data/raw/raw_images/metadata/Moscow_Uni_Front_2019-01-05_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Moscow_Uni_Front_2019-01-05_S2_RAW.tif
Moscow_Uni_Front,SENTINEL2,RAW (unprocessed),2023-12-13,24.645671%,S2B_MSIL2A_20231213T025609_N0509_R003_T46DEM_20231213T042720,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Moscow_Uni_Front_2023-12-13_S2_RAW,../data/raw/raw_images/metadata/Moscow_Uni_Front_2023-12-13_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Moscow_Uni_Front_2023-12-13_S2_RAW.tif
Pine_Island_East,SENTINEL2,RAW (unprocessed),2022-11-20,27.75009%,S2B_MSIL2A_20221120T152309_N0400_R039_T14CMC_20221120T181946,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Pine_Island_East_2022-11-20_S2_RAW,../data/raw/raw_images/metadata/Pine_Island_East_2022-11-20_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Pine_Island_East_2022-11-20_S2_RAW.tif
Shackleton_Front,SENTINEL2,RAW (unprocessed),2019-01-08,50.858263%,S2B_MSIL2A_20190108T025609_N0211_R003_T46DFN_20190108T061140,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Shackleton_Front_2019-01-08_S2_RAW,../data/raw/raw_images/metadata/Shackleton_Front_2019-01-08_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Shackleton_Front_2019-01-08_S2_RAW.tif
