Region,Satellite,Image Type,Date,Cloud Cover,Product ID,Bands,Values,Processing,basename,metadata_path,image_path
Wilkins_North,SENTINEL2,RAW (unprocessed),2023-01-25,46.727455%,S2B_MSIL2A_20230125T140139_N0509_R124_T18DWH_20230125T172603,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_North_2023-01-25_S2_RAW,../data/raw/raw_images/metadata/Wilkins_North_2023-01-25_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_North_2023-01-25_S2_RAW.tif
Filchner_East,SENTINEL2,RAW (unprocessed),2020-11-05,65.849739%,S2B_MSIL2A_20201105T093019_N0214_R107_T24CWU_20201105T123755,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_East_2020-11-05_S2_RAW,../data/raw/raw_images/metadata/Filchner_East_2020-11-05_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_East_2020-11-05_S2_RAW.tif
George_VI_South,SENTINEL2,RAW (unprocessed),2022-11-04,58.331889%,S2B_MSIL2A_20221104T131909_N0400_R095_T18DXF_20221104T165001,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,George_VI_South_2022-11-04_S2_RAW,../data/raw/raw_images/metadata/George_VI_South_2022-11-04_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/George_VI_South_2022-11-04_S2_RAW.tif
Wilkins_South,SENTINEL2,RAW (unprocessed),2019-01-03,66.225396%,S2B_MSIL2A_20190103T134959_N0211_R081_T18DWH_20190103T172246,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_South_2019-01-03_S2_RAW,../data/raw/raw_images/metadata/Wilkins_South_2019-01-03_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_South_2019-01-03_S2_RAW.tif
Larsen_C_South,SENTINEL2,RAW (unprocessed),2024-11-24,43.594083%,S2B_MSIL2A_20241124T124909_N0511_R109_T20DNK_20241124T141802,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_South_2024-11-24_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_South_2024-11-24_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_South_2024-11-24_S2_RAW.tif
Totten_Shelf,SENTINEL2,RAW (unprocessed),2019-12-17,25.856452%,S2B_MSIL2A_20191217T012539_N0213_R045_T50DNM_20191217T024905,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Shelf_2019-12-17_S2_RAW,../data/raw/raw_images/metadata/Totten_Shelf_2019-12-17_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Shelf_2019-12-17_S2_RAW.tif
Crosson_Front,SENTINEL2,RAW (unprocessed),2023-11-15,32.665989%,S2B_MSIL2A_20231115T152259_N0509_R039_T12CWD_20231115T181426,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Crosson_Front_2023-11-15_S2_RAW,../data/raw/raw_images/metadata/Crosson_Front_2023-11-15_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Crosson_Front_2023-11-15_S2_RAW.tif
Larsen_B_Remnant,SENTINEL2,RAW (unprocessed),2023-11-09,61.625105%,S2B_MSIL2A_20231109T131909_N0509_R095_T20DPN_20231109T164938,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_B_Remnant_2023-11-09_S2_RAW,../data/raw/raw_images/metadata/Larsen_B_Remnant_2023-11-09_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_B_Remnant_2023-11-09_S2_RAW.tif
Larsen_C_North,SENTINEL2,RAW (unprocessed),2019-11-04,0%,S2B_MSIL2A_20191104T125909_N0213_R009_T20DNL_20191104T144322,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_North_2019-11-04_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_North_2019-11-04_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_North_2019-11-04_S2_RAW.tif
Larsen_C_North,SENTINEL2,RAW (unprocessed),2020-12-14,55.010291%,S2B_MSIL2A_20201214T131909_N0214_R095_T20DNL_20201214T151737,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_North_2020-12-14_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_North_2020-12-14_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_North_2020-12-14_S2_RAW.tif
Pine_Island_Front,SENTINEL2,RAW (unprocessed),2023-11-09,52.626073%,S2B_MSIL2A_20231109T150229_N0509_R096_T14CMB_20231109T181803,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Pine_Island_Front_2023-11-09_S2_RAW,../data/raw/raw_images/metadata/Pine_Island_Front_2023-11-09_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Pine_Island_Front_2023-11-09_S2_RAW.tif
Wilkins_North,SENTINEL2,RAW (unprocessed),2023-11-18,47.280577%,S2B_MSIL2A_20231118T134959_N0509_R081_T18DWH_20231118T171609,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_North_2023-11-18_S2_RAW,../data/raw/raw_images/metadata/Wilkins_North_2023-11-18_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_North_2023-11-18_S2_RAW.tif
Thwaites_Front,SENTINEL2,RAW (unprocessed),2018-03-07,79.520971%,S2B_MSIL2A_20180307T145249_N0500_R053_T13CDT_20230709T210400,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Thwaites_Front_2018-03-07_S2_RAW,../data/raw/raw_images/metadata/Thwaites_Front_2018-03-07_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Thwaites_Front_2018-03-07_S2_RAW.tif
Shackleton_Front,SENTINEL2,RAW (unprocessed),2021-11-23,53.504899%,S2B_MSIL2A_20211123T025609_N0301_R003_T46DFN_20211123T044122,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Shackleton_Front_2021-11-23_S2_RAW,../data/raw/raw_images/metadata/Shackleton_Front_2021-11-23_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Shackleton_Front_2021-11-23_S2_RAW.tif
Ross_East_Front,SENTINEL2,RAW (unprocessed),2018-12-26,79.176117%,S2B_MSIL2A_20181226T193519_N0211_R113_T01CEP_20181226T212305,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_East_Front_2018-12-26_S2_RAW,../data/raw/raw_images/metadata/Ross_East_Front_2018-12-26_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_East_Front_2018-12-26_S2_RAW.tif
McMurdo_Sound,SENTINEL2,RAW (unprocessed),2022-11-04,25.270706%,S2B_MSIL2A_20221104T200529_N0400_R099_T58CDU_20221104T214451,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,McMurdo_Sound_2022-11-04_S2_RAW,../data/raw/raw_images/metadata/McMurdo_Sound_2022-11-04_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/McMurdo_Sound_2022-11-04_S2_RAW.tif
Ronne_North,SENTINEL2,RAW (unprocessed),2022-11-02,4.649852%,S2B_MSIL2A_20221102T110249_N0400_R065_T20CNT_20221102T160226,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ronne_North_2022-11-02_S2_RAW,../data/raw/raw_images/metadata/Ronne_North_2022-11-02_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ronne_North_2022-11-02_S2_RAW.tif
Cook_Front,SENTINEL2,RAW (unprocessed),2020-11-28,2.743375%,S2B_MSIL2A_20201128T230339_N0214_R015_T55DFD_20201129T003742,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Cook_Front_2020-11-28_S2_RAW,../data/raw/raw_images/metadata/Cook_Front_2020-11-28_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Cook_Front_2020-11-28_S2_RAW.tif
Thwaites_East,SENTINEL2,RAW (unprocessed),2020-11-10,43.020679%,S2B_MSIL2A_20201110T152309_N0214_R039_T13CDS_20201110T190114,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Thwaites_East_2020-11-10_S2_RAW,../data/raw/raw_images/metadata/Thwaites_East_2020-11-10_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Thwaites_East_2020-11-10_S2_RAW.tif
Crosson_Front,SENTINEL2,RAW (unprocessed),2018-12-17,51.708889%,S2B_MSIL2A_20181217T154309_N0211_R125_T12CWC_20181217T191953,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Crosson_Front_2018-12-17_S2_RAW,../data/raw/raw_images/metadata/Crosson_Front_2018-12-17_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Crosson_Front_2018-12-17_S2_RAW.tif
Ross_East_Front,SENTINEL2,RAW (unprocessed),2019-11-11,43.413971%,S2B_MSIL2A_20191111T193519_N0213_R113_T01CEP_20191111T212254,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_East_Front_2019-11-11_S2_RAW,../data/raw/raw_images/metadata/Ross_East_Front_2019-11-11_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_East_Front_2019-11-11_S2_RAW.tif
Pine_Island_Front,SENTINEL2,RAW (unprocessed),2021-11-02,28.155033%,S2B_MSIL2A_20211102T151259_N0301_R139_T13CES_20211102T183610,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Pine_Island_Front_2021-11-02_S2_RAW,../data/raw/raw_images/metadata/Pine_Island_Front_2021-11-02_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Pine_Island_Front_2021-11-02_S2_RAW.tif
Wilkins_North,SENTINEL2,RAW (unprocessed),2020-11-23,39.152466%,S2B_MSIL2A_20201123T135009_N0214_R081_T18DWH_20201123T180055,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_North_2020-11-23_S2_RAW,../data/raw/raw_images/metadata/Wilkins_North_2020-11-23_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_North_2020-11-23_S2_RAW.tif
Ninnis_Front,SENTINEL2,RAW (unprocessed),2021-11-20,10.032829%,S2B_MSIL2A_20211120T225339_N0301_R115_T55DEE_20211121T001724,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ninnis_Front_2021-11-20_S2_RAW,../data/raw/raw_images/metadata/Ninnis_Front_2021-11-20_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ninnis_Front_2021-11-20_S2_RAW.tif
Filchner_East,SENTINEL2,RAW (unprocessed),2023-11-21,8.293106%,S2B_MSIL2A_20231121T104209_N0509_R122_T24CVU_20231121T121430,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_East_2023-11-21_S2_RAW,../data/raw/raw_images/metadata/Filchner_East_2023-11-21_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_East_2023-11-21_S2_RAW.tif
Ross_North_West,SENTINEL2,RAW (unprocessed),2019-11-09,11.853587%,S2B_MSIL2A_20191109T203629_N0213_R085_T59CNP_20191109T215908,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_North_West_2019-11-09_S2_RAW,../data/raw/raw_images/metadata/Ross_North_West_2019-11-09_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_North_West_2019-11-09_S2_RAW.tif
Ross_East_Front,SENTINEL2,RAW (unprocessed),2022-11-12,78.433818%,S2B_MSIL2A_20221112T192519_N0400_R070_T01CEP_20221113T185137,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_East_Front_2022-11-12_S2_RAW,../data/raw/raw_images/metadata/Ross_East_Front_2022-11-12_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_East_Front_2022-11-12_S2_RAW.tif
Shackleton_Front,SENTINEL2,RAW (unprocessed),2022-11-18,56.489038%,S2B_MSIL2A_20221118T025609_N0400_R003_T46DFN_20221118T045323,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Shackleton_Front_2022-11-18_S2_RAW,../data/raw/raw_images/metadata/Shackleton_Front_2022-11-18_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Shackleton_Front_2022-11-18_S2_RAW.tif
Totten_Shelf,SENTINEL2,RAW (unprocessed),2023-02-19,13.721073%,S2B_MSIL2A_20230219T012539_N0509_R045_T50DNM_20230219T025204,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Shelf_2023-02-19_S2_RAW,../data/raw/raw_images/metadata/Totten_Shelf_2023-02-19_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Shelf_2023-02-19_S2_RAW.tif
Ninnis_Front,SENTINEL2,RAW (unprocessed),2019-11-01,77.286772%,S2B_MSIL2A_20191101T225339_N0213_R115_T55DEE_20191102T002107,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ninnis_Front_2019-11-01_S2_RAW,../data/raw/raw_images/metadata/Ninnis_Front_2019-11-01_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ninnis_Front_2019-11-01_S2_RAW.tif
Larsen_C_North,SENTINEL2,RAW (unprocessed),2021-11-23,24.587437%,S2B_MSIL2A_20211123T125859_N0301_R009_T20DNL_20211123T145708,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_North_2021-11-23_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_North_2021-11-23_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_North_2021-11-23_S2_RAW.tif
Thwaites_Front,SENTINEL2,RAW (unprocessed),2019-11-06,36.739585%,S2B_MSIL2A_20191106T152309_N0213_R039_T13CDS_20191106T184847,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Thwaites_Front_2019-11-06_S2_RAW,../data/raw/raw_images/metadata/Thwaites_Front_2019-11-06_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Thwaites_Front_2019-11-06_S2_RAW.tif
Mertz_Front,SENTINEL2,RAW (unprocessed),2022-11-07,77.960259%,S2B_MSIL2A_20221107T233509_N0400_R001_T54DXM_20221108T003222,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Mertz_Front_2022-11-07_S2_RAW,../data/raw/raw_images/metadata/Mertz_Front_2022-11-07_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Mertz_Front_2022-11-07_S2_RAW.tif
Larsen_B_Remnant,SENTINEL2,RAW (unprocessed),2024-11-10,3.282882%,S2B_MSIL2A_20241110T130859_N0511_R052_T20DPN_20241110T144524,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_B_Remnant_2024-11-10_S2_RAW,../data/raw/raw_images/metadata/Larsen_B_Remnant_2024-11-10_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_B_Remnant_2024-11-10_S2_RAW.tif
Totten_Front,SENTINEL2,RAW (unprocessed),2021-11-10,3.900283%,S2B_MSIL2A_20211110T010529_N0301_R102_T50DMM_20211110T023531,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Front_2021-11-10_S2_RAW,../data/raw/raw_images/metadata/Totten_Front_2021-11-10_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Front_2021-11-10_S2_RAW.tif
Crosson_Front,SENTINEL2,RAW (unprocessed),2021-11-01,24.017786%,S2B_MSIL2A_20211101T154319_N0301_R125_T12CWC_20211104T183800,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Crosson_Front_2021-11-01_S2_RAW,../data/raw/raw_images/metadata/Crosson_Front_2021-11-01_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Crosson_Front_2021-11-01_S2_RAW.tif
Pine_Island_Front,SENTINEL2,RAW (unprocessed),2022-11-20,2.866144%,S2B_MSIL2A_20221120T152309_N0400_R039_T14CMB_20221120T181946,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Pine_Island_Front_2022-11-20_S2_RAW,../data/raw/raw_images/metadata/Pine_Island_Front_2022-11-20_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Pine_Island_Front_2022-11-20_S2_RAW.tif
Dotson_Front,SENTINEL2,RAW (unprocessed),2018-12-20,0.396266%,S2B_MSIL2A_20181220T155319_N0211_R025_T12CVC_20181220T211516,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Dotson_Front_2018-12-20_S2_RAW,../data/raw/raw_images/metadata/Dotson_Front_2018-12-20_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Dotson_Front_2018-12-20_S2_RAW.tif
Pine_Island_East,SENTINEL2,RAW (unprocessed),2020-11-01,6.430533%,S2B_MSIL2A_20201101T145259_N0214_R053_T14CMB_20201101T181527,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Pine_Island_East_2020-11-01_S2_RAW,../data/raw/raw_images/metadata/Pine_Island_East_2020-11-01_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Pine_Island_East_2020-11-01_S2_RAW.tif
George_VI_South,SENTINEL2,RAW (unprocessed),2020-11-08,28.42231%,S2B_MSIL2A_20201108T125909_N0214_R009_T18DXF_20201108T145059,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,George_VI_South_2020-11-08_S2_RAW,../data/raw/raw_images/metadata/George_VI_South_2020-11-08_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/George_VI_South_2020-11-08_S2_RAW.tif
Ronne_North,SENTINEL2,RAW (unprocessed),2022-11-03,66.645241%,S2B_MSIL2A_20221103T103159_N0400_R079_T21CVN_20221103T152937,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ronne_North_2022-11-03_S2_RAW,../data/raw/raw_images/metadata/Ronne_North_2022-11-03_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ronne_North_2022-11-03_S2_RAW.tif
Larsen_B_Remnant,SENTINEL2,RAW (unprocessed),2019-11-24,20.449686%,S2B_MSIL2A_20191124T125859_N0213_R009_T20DPN_20191124T143639,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_B_Remnant_2019-11-24_S2_RAW,../data/raw/raw_images/metadata/Larsen_B_Remnant_2019-11-24_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_B_Remnant_2019-11-24_S2_RAW.tif
Shackleton_Front,SENTINEL2,RAW (unprocessed),2024-12-31,25.55733%,S2B_MSIL2A_20241231T023549_N0511_R060_T46DFN_20241231T052947,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Shackleton_Front_2024-12-31_S2_RAW,../data/raw/raw_images/metadata/Shackleton_Front_2024-12-31_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Shackleton_Front_2024-12-31_S2_RAW.tif
George_VI_North,SENTINEL2,RAW (unprocessed),2020-11-04,63.440982%,S2B_MSIL2A_20201104T131909_N0214_R095_T18DXF_20201104T151629,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,George_VI_North_2020-11-04_S2_RAW,../data/raw/raw_images/metadata/George_VI_North_2020-11-04_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/George_VI_North_2020-11-04_S2_RAW.tif
Cook_Front,SENTINEL2,RAW (unprocessed),2018-12-16,4.12484%,S2B_MSIL2A_20181216T225329_N0211_R115_T55DFD_20181217T001010,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Cook_Front_2018-12-16_S2_RAW,../data/raw/raw_images/metadata/Cook_Front_2018-12-16_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Cook_Front_2018-12-16_S2_RAW.tif
Dotson_Front,SENTINEL2,RAW (unprocessed),2020-11-06,75.418656%,S2B_MSIL2A_20201106T154319_N0214_R125_T12CVC_20201106T194431,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Dotson_Front_2020-11-06_S2_RAW,../data/raw/raw_images/metadata/Dotson_Front_2020-11-06_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Dotson_Front_2020-11-06_S2_RAW.tif
Totten_Shelf,SENTINEL2,RAW (unprocessed),2021-01-14,32.031187%,S2B_MSIL2A_20210114T010529_N0214_R102_T50DNM_20210114T023509,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Shelf_2021-01-14_S2_RAW,../data/raw/raw_images/metadata/Totten_Shelf_2021-01-14_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Shelf_2021-01-14_S2_RAW.tif
Totten_Front,SENTINEL2,RAW (unprocessed),2020-11-21,0.176917%,S2B_MSIL2A_20201121T012539_N0214_R045_T50DMM_20201121T025454,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Front_2020-11-21_S2_RAW,../data/raw/raw_images/metadata/Totten_Front_2020-11-21_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Front_2020-11-21_S2_RAW.tif
