basename,date,cloud_cover,satellite,region,red_mean,green_mean,blue_mean,red_std,green_std,blue_std,red_green_ratio,blue_green_ratio,red_blue_ratio,brightness_mean,brightness_std,brightness_max,saturation_mean,saturation_std,hue_mean,edge_density,edge_mean,edge_std,edge_max,canny_edge_count,canny_edge_density,terminus_y,terminus_x,terminus_width,glacier_top_y,glacier_length,contrast,dissimilarity,homogeneity,energy,correlation,ASM,lbp_mean,lbp_std,local_std_3x3,local_std_5x5,local_std_7x7,entropy_mean,entropy_std,glacier_area,glacier_percentage,perimeter,eccentricity,solidity,extent,major_axis,minor_axis,orientation,centroid_y,centroid_x,bbox_height,bbox_width,bbox_area,convex_area,filled_area,red_min,red_max,red_median,red_range,red_percentile_25,red_percentile_75,red_skewness,red_kurtosis,green_min,green_max,green_median,green_range,green_percentile_25,green_percentile_75,green_skewness,green_kurtosis,blue_min,blue_max,blue_median,blue_range,blue_percentile_25,blue_percentile_75,blue_skewness,blue_kurtosis,gradient_mean,gradient_std,gradient_max,gradient_direction_mean,gradient_direction_std
Dotson_Front_2020-11-09_S2_RAW,2020-11-09,20.026749,SENTINEL2,Dotson_Front,30.21194742479531,26.160201877167186,21.741150627235264,35.58475931286143,36.37135839453487,36.24474244541949,1.1548820443564325,0.8310773261321042,1.389620445700315,26.037766643065925,35.777957973295294,255.0,0.3860097309611236,0.3749661263248152,0.08431401460859417,0.7160303541927636,4.781379133675501,8.604038665215608,276.90000200634,134387,0.12198591216890874,901,830.4244604316547,1046,1,900,101.99750584024521,4.2332590641861065,0.4469893368122993,0.28979165277200863,0.9596960099663256,0.08399119260388321,18.58898026614382,7.85149518471805,2.3451867782517217,3.4368242057827274,4.264518040998258,2.865419402734231,1.8846061985301157,161479,14.65778915454859,6249.459700059293,0.9796483029796406,0.7717370937260759,0.3555384550878413,1031.498489679918,207.04413455396084,0.31229300624625855,384.51881347466565,407.2428755757811,903,449,405447,186789.0,146684.0,0,255,21.0,255,0.0,42.0,1.7206100536995248,3.5079010595861906,0,255,13.0,255,0.0,34.0,2.0149997849152586,4.447231091056905,0,255,5.0,255,0.0,25.0,2.3004255423163382,5.667021853637243,2.628298005083517,4.968206567392683,222.66198847381003,0.04951732693379783,1.5649009381576697
Filchner_West_2020-11-15_S2_RAW,2020-11-15,18.759238,SENTINEL2,Filchner_West,18.324696371085746,19.042201675446297,18.6655271436933,64.17623885616874,66.68472995889113,65.36900963872773,0.9623202549428957,0.9802189611122166,0.981740093913132,18.677475063408455,65.40925114981138,255.0,0.0028423569273461568,0.010235666445086776,0.1930071669963349,0.07614683933274803,0.5258265510017052,9.651964821460506,285.0986671312232,16311,0.01491714223002634,1086,749.4766355140187,453,728,358,99.08996655918214,0.5146513110858143,0.9568894435286639,0.9239958848236137,0.9883414465707417,0.8537687435346988,23.771932616330115,2.4666040217676692,0.31626519692259575,0.5045570270187744,0.6819770587810497,0.19171358867511212,0.6680214974019381,82444,7.539874158618671,1364.1240251292506,0.7152945842487016,0.9948474134498196,0.5019268819822836,426.2074970233057,297.8436237751755,0.9984717193133934,967.1066906021057,693.2751928581825,361,455,164255,82871.0,82444.0,0,255,0.0,255,0.0,0.0,3.2173875753585652,8.35449319885236,0,255,0.0,255,0.0,0.0,3.216632787481192,8.347647937322426,0,255,0.0,255,0.0,0.0,3.217229089360824,8.353041421258302,0.3005663696924505,5.820069756036528,278.16701617713215,0.015995209643789036,0.5096312916650768
Thwaites_Front_2020-11-01_S2_RAW,2020-11-01,26.019402,SENTINEL2,Thwaites_Front,149.12178347280334,153.40211711122734,154.29298727336123,111.25721683231386,113.61319630969098,113.73110525395462,0.9720972974876373,1.0058074176472245,0.9664845182400111,152.27229595246394,112.8254066788877,255.0,0.026541162663839882,0.04313067418172849,0.024270849307473044,0.5544292625523013,6.2807449349303806,17.81047642064038,285.0986671312232,81052,0.08831502789400279,766,1037.8939393939395,941,1,765,350.75406823443427,5.565690231057155,0.5774132745403758,0.3692262268085484,0.9861252397319015,0.13635320833247877,20.160415577057183,6.755631507936144,3.303308728730372,4.801956668536216,5.9823816711313205,2.204486274768057,2.0277432004526457,599216,65.29114365411436,4700.704940401743,0.6627322377382207,0.9969105250111051,0.8273904206433369,1037.318524723416,776.8026668048998,1.0953564320367566,343.7388370804518,786.9682351606099,768,943,724224,601073.0,600375.0,0,255,214.0,255,0.0,243.0,-0.5183589074432969,-1.611673748000232,0,255,224.0,255,0.0,250.0,-0.5531697688824228,-1.6035952040855184,0,255,226.0,255,0.0,248.0,-0.5747318773191626,-1.5943433501781712,3.541345799272346,10.515810960618875,267.809063409819,-0.039327875099378455,1.3808153062123496
Ross_East_Front_2019-11-07_S2_RAW,2019-11-07,22.869051,SENTINEL2,Ross_East_Front,37.80209775540172,37.49301097825327,40.11030697154045,64.60982313860252,64.2377817605294,67.61995333994768,1.00824385049328,1.0698075701281577,0.942453464196354,38.468471901731824,65.47771217768315,255.0,0.05725002322865457,0.16114063446910437,-0.6922267727372321,0.37098979092371165,6.502842022563361,17.36395877965657,224.82116349568952,34318,0.05999230823019369,546,2.0,501,1,545,333.86812824894156,5.731281152044516,0.7068918799276617,0.6405872079567314,0.9605269269723039,0.41035614695758144,22.113242080973357,5.8735907889548375,3.4759320906455935,4.95226519811834,6.036097553775584,1.5687155120031364,2.15300811485718,135711,23.724040276903715,7796.217238840923,0.7409196683748284,0.726211432704248,0.4571007696007696,550.4841417583204,369.7016598891731,-1.2754408387760954,294.4679851552591,214.3614788368488,462,504,232848,146562.0,112053.0,0,255,0.0,255,0.0,56.0,1.633718105676838,1.6680241166889065,0,255,0.0,255,0.0,54.0,1.639822443051948,1.6841695970976378,0,255,0.0,255,0.0,60.0,1.5902947187489975,1.463450873431765,3.7427862957903835,10.136312874230008,142.95463538401887,0.021098692916335496,1.0897174732803177
Crosson_Front_2018-12-18_S2_RAW,2018-12-18,15.109248,SENTINEL2,Crosson_Front,23.622291142679025,24.027116421503965,24.272328957731176,70.62045318566813,71.72183684517572,72.3569688171164,0.9831513165449625,1.010205658133272,0.9732189763791734,23.973912173971392,71.55990653728715,255.0,0.0030229667225115425,0.014068761698143048,-0.08085941545542842,0.08919173501712914,1.1541387894141513,10.245377888401462,285.0986671312232,12414,0.012130130681784871,279,1212.0,743,1,278,115.46829352107375,1.0774481116804657,0.9332208709419576,0.8980757152560147,0.9885736555000239,0.8065400949934217,23.18263399915185,3.2115471649817455,0.5574756177989724,0.9227163037768455,1.2461875383633938,0.35758853141346236,1.1501479877958916,104266,10.188176298267933,1890.5067093990478,0.9499570483652585,0.9922440783776325,0.49916698582918423,716.804117464186,223.91566243972008,1.3652683305165227,92.68511307617057,964.8504881744768,280,746,208880,105081.0,104266.0,0,255,0.0,255,0.0,0.0,2.691737917712754,5.345432335915135,0,255,0.0,255,0.0,0.0,2.67928051589324,5.259618102502978,0,255,0.0,255,0.0,0.0,2.6682818801501846,5.184394202935797,0.6083107493347201,5.959851961237337,285.0986671312232,-0.009350466099231953,0.5509064498805019
Larsen_C_North_2019-11-14_S2_RAW,2019-11-14,29.407838,SENTINEL2,Larsen_C_North,234.1155227873978,235.43347162097163,237.53058862433863,52.63066874040031,51.90674828775114,50.66727727136436,0.9944020328774872,1.0089074717746265,0.9856226271453382,235.69319434423596,51.695364297949475,255.0,0.023268645853807893,0.058482486780514244,-0.824059088811708,0.488295028659612,6.607433499325356,21.767687607655372,285.0986671312232,131236,0.08219346240179573,1186,1058.0125,1341,1,1185,489.7522547419576,5.6822206760284955,0.7016484453451168,0.55598645632904,0.9076140587622387,0.30922271861203404,21.09769320185987,6.067340326412771,3.642815418524062,5.167407484894517,6.28057163748904,1.547472618979306,1.7664038929339214,1493435,93.53423871653038,14653.816623545392,0.5072168793119607,0.9413944093192392,0.9293630751964085,1571.5644554113242,1354.4032399199975,1.4686218834437026,604.3068728906763,651.12061624597,1188,1344,1596672,1576266.0,1488412.0,0,255,255.0,255,241.0,255.0,-3.3094031520909306,10.144884284945077,0,255,255.0,255,243.0,255.0,-3.3920454426642017,10.63938682781736,0,255,255.0,255,249.0,255.0,-3.489306006654588,11.24884293891874,3.836964077218934,12.968297117528897,285.0986671312232,0.04572196537926911,1.259378957661888
Filchner_East_2019-11-04_S2_RAW,2019-11-04,3.2571,SENTINEL2,Filchner_East,136.41526767141008,145.50428875961325,147.14466685864804,86.2585149190388,91.2144016520755,91.8899388923603,0.937534342349779,1.0112737439763286,0.9270826499091696,143.02140776322392,89.75233271553833,255.0,0.05613667279822128,0.04341544370920659,-1.08184942698606,0.7239820003661753,6.300235454656224,10.857549116412128,273.29422992648625,140619,0.12937489822073747,1097,833.8,986,1,1096,160.74464627375204,5.420436008565421,0.4028663442769613,0.27077622469157203,0.9899450324579636,0.07332107670891283,18.547528730503235,7.967766169300634,3.0564799806415053,4.466075873915844,5.486642857395593,3.1435545837466625,1.979647713216686,791804,72.84901891691224,3767.2215715998086,0.7625239401515075,0.9994660621261331,0.7284901891691224,1315.7396744266855,851.2309388476613,0.6165506563975806,450.2625712928957,592.413731175897,1099,989,1086911,792227.0,791804.0,0,255,172.0,255,0.0,196.0,-0.79747468395783,-1.0359637033490425,0,255,186.0,255,0.0,208.0,-0.8539586661465971,-1.023212940421313,0,255,189.0,255,0.0,209.0,-0.8783038888420217,-1.0134329531587063,3.4325184318758546,6.57794124946367,241.64666583901197,0.04783152127012814,1.5104976477596506
Totten_Front_2021-11-06_S2_RAW,2021-11-06,1.441307,SENTINEL2,Totten_Front,168.91138549954695,171.48918175837542,172.21677631170635,105.75618932401318,106.98224526584814,107.08100471904102,0.984968169814006,1.0042428014745308,0.9808068012707727,170.87244785654272,106.58904515938279,255.0,0.021056236080148408,0.051539256787903234,0.11615313521723483,0.7142627508906073,8.262517615338979,22.64271526686614,285.0986671312232,231296,0.14354976850415202,1188,1301.1666666666667,1351,1,1187,575.650854884719,7.417716020219878,0.44217852214865666,0.26597425973788225,0.9744980135964619,0.07074465883959571,20.86681851470278,7.610923566298446,4.922928671788117,6.664048536747432,7.972998587209919,2.8068023249924408,1.868005730832029,1163755,72.22639425046236,13019.257315766461,0.7609425941375583,0.9780489362739248,0.7222639425046237,1592.2304076303715,1033.0696766427345,1.1310459603215266,463.7805268291006,767.0299599142431,1190,1354,1611260,1189874.0,1178195.0,0,255,236.0,255,0.0,242.0,-0.9003685307681177,-1.089706395304751,0,255,239.0,255,0.0,245.0,-0.9160650306798849,-1.0735960619334521,0,255,240.0,255,0.0,245.0,-0.9297603291859351,-1.0588895755587222,5.124651005255526,13.561378725816896,285.0986671312232,-0.06270009863084827,1.5201705291143062
Filchner_East_2020-11-15_S2_RAW,2020-11-15,2.997083,SENTINEL2,Filchner_East,147.6969420679338,154.12279478264549,152.72153377783462,113.31104634643734,117.30570026791031,115.81837050127649,0.9583069284211354,0.990908152120612,0.9670996513346518,151.5137568761379,115.42217766355424,255.0,0.03219712056544061,0.04646932506172115,0.9436353059348331,0.5658871793550714,4.960096998723863,16.01057869990807,285.0986671312232,121449,0.1117377595773711,1097,449.0989399293286,986,1,1096,283.5633544490391,4.464309473562291,0.5745767160614352,0.3705548497529791,0.9892850628770488,0.13731531574407868,21.64058510770431,6.806775631495493,3.097761536130789,4.049472091339516,4.754212977229498,2.113302930190286,1.961380672190124,695858,64.0216172253294,4126.989211649206,0.767241462953639,0.9977774846287969,0.640216172253294,1257.1963468450588,806.3133789608717,0.6341321682367291,683.6931687212046,381.5006754251586,1099,989,1086911,697408.0,696600.0,0,255,225.0,255,0.0,243.0,-0.47146210518542225,-1.6858163677446,0,255,238.0,255,0.0,254.0,-0.5074840962743702,-1.6765810019384693,0,255,234.0,255,0.0,248.0,-0.522804845727337,-1.6680009675024345,3.1387587715185266,9.911978663948526,285.0986671312232,0.0921593025712017,1.3566495924170103
Filchner_West_2020-11-14_S2_RAW,2020-11-14,25.863863,SENTINEL2,Filchner_West,107.0600718832309,108.56016059408839,108.18287880450687,123.95298900805312,125.60107595500172,125.17938405714818,0.9861819593601652,0.9965246754645856,0.989621214245889,107.93437042727538,124.90292025929323,255.0,0.006088624937155572,0.015226163354635175,0.5856330016948038,0.2682890693590869,1.7719319729634369,13.218881306504677,285.0986671312232,52971,0.04844435908691835,1086,373.2478632478632,962,120,966,183.4552829775246,1.5551706011686282,0.8718423602341553,0.6175320465625509,0.9940806708933007,0.3813518123740585,23.254562664618085,3.985477842630199,1.0812484828900457,1.5517784813411621,1.9411980410313312,0.6200858382857906,1.249154864259568,467704,42.77363184079602,3577.5222202381965,0.8163180472753591,0.9980730121402369,0.5001727115716753,1117.3291043603676,645.3722752060027,0.7820167626226683,764.6089406975352,321.64192523476385,969,965,935085,468607.0,468173.0,0,255,0.0,255,0.0,253.0,0.29830477221511353,-1.904335498737755,0,255,0.0,255,0.0,255.0,0.2945194736647142,-1.9108411695405696,0,255,0.0,255,0.0,255.0,0.29520848763029434,-1.9096228909333552,1.058631317483765,8.358679568534328,285.0986671312232,0.08066441357840128,0.9110345493033275
Totten_Shelf_2020-11-11_S2_RAW,2020-11-11,10.41005,SENTINEL2,Totten_Shelf,234.18946813528285,235.40241255044128,235.79926630845256,60.70275002579355,59.60683282702764,58.14649609246743,0.9948473577559533,1.0016858525518555,0.9931730144946117,235.13038233139235,59.47290492706866,255.0,0.029667646507728233,0.10673730992579435,0.30818425126879473,0.646784242278513,5.546208313376409,23.694320488574483,285.0986671312232,232878,0.14358035309676406,1195,637.5294117647059,1352,1,1194,604.3902125741764,4.909579660869794,0.7548621648886304,0.6682413965738282,0.914492000918028,0.44666737486374997,22.924966166954903,4.279915171909675,3.0584688751543547,4.663336344694473,6.005428698290096,1.1933483379164902,1.2653395320063427,1465561,90.35879982859979,15832.361138360178,0.7380952888938028,0.7945673230836363,0.6870750060884068,1687.4323327317024,1138.5046606199953,-1.2694856046112828,718.0399366111177,731.0836088949031,1197,1355,1621935,1402513.0,1116928.0,0,255,255.0,255,253.0,255.0,-2.9087025391531203,6.936557817088831,0,255,255.0,255,255.0,255.0,-2.9483836054606574,7.1927261122883195,0,255,255.0,255,255.0,255.0,-2.9671881039867745,7.333771625571828,3.1497382593082173,13.599093968374532,285.02417051502454,0.11657353927625506,1.3645389049528345
